Title,IMDb Score,Metacritic Score,Awards Received,Awards Nominated For,IMDb Votes
The Expendables 2,6.6,51.0,4.0,5.0,292364.0
Step Up 2: The Streets,6.2,50.0,2.0,3.0,80085.0
[REC] 2,6.5,52.0,5.0,3.0,68863.0
Ghostbusters 2,6.6,56.0,2.0,1.0,183654.0
21 and Over,5.8,34.0,1.0,1.0,72080.0
28 Days Later,7.6,73.0,10.0,32.0,377643.0
One Day,7.0,48.0,1.0,2.0,139731.0
The First Beautiful Thing,7.1,62.0,23.0,34.0,4890.0
The Terminal,7.4,55.0,7.0,8.0,408150.0
The Tuxedo,5.4,30.0,2.0,1.0,79455.0
The Haunting,5.0,42.0,4.0,14.0,71831.0
The Siege,6.4,53.0,2.0,4.0,68550.0
Sophies Choice,7.6,68.0,13.0,12.0,42441.0
The Manchurian Candidate,6.6,76.0,1.0,12.0,104186.0
The Last Castle,7.0,43.0,1.0,4.0,72217.0
Team America: World Police,7.2,64.0,1.0,11.0,159746.0
Theres Something About Mary,7.1,69.0,17.0,17.0,291575.0
Watchmen,7.6,56.0,11.0,23.0,501728.0
Vanilla Sky,6.9,45.0,5.0,34.0,249264.0
Ted,6.9,62.0,13.0,28.0,570530.0
Stardust,7.6,66.0,5.0,11.0,255499.0
Star Trek,7.9,82.0,26.0,95.0,578213.0
Shark Tale,6.0,48.0,3.0,16.0,167474.0
The Thin Red Line,7.6,78.0,21.0,47.0,173285.0
Revolutionary Road,7.3,69.0,20.0,73.0,197601.0
The Ring,7.1,57.0,14.0,12.0,322302.0
Road Trip,6.4,55.0,4.0,9.0,158118.0
Robots,6.3,64.0,2.0,22.0,133326.0
Rango,7.2,75.0,46.0,25.0,237513.0
The Prestige,8.5,66.0,6.0,45.0,1196039.0
Planet of the Apes,5.7,50.0,11.0,32.0,210559.0
Paycheck,6.3,43.0,3.0,2.0,103665.0
Psycho,8.5,97.0,5.0,14.0,605272.0
ParaNorman,7.0,72.0,19.0,46.0,94820.0
Scent of a Woman,8.0,59.0,6.0,14.0,265531.0
The Others,7.6,74.0,29.0,55.0,338889.0
Office Space,7.7,68.0,1.0,2.0,241962.0
Out of Africa,7.2,69.0,30.0,27.0,73210.0
Star Trek: Nemesis,6.4,51.0,1.0,4.0,74165.0
Norbit,4.1,27.0,8.0,9.0,68913.0
Pitch Perfect,7.1,66.0,7.0,20.0,277531.0
Nanny McPhee,6.5,59.0,3.0,4.0,68232.0
Moulin Rouge!,7.6,66.0,87.0,131.0,266889.0
Minority Report,7.6,80.0,20.0,91.0,509191.0
Megamind,7.2,63.0,2.0,16.0,229221.0
Madagascar,6.9,57.0,4.0,32.0,367846.0
Nacho Libre,5.8,52.0,1.0,11.0,81703.0
Walk the Line,7.8,72.0,45.0,47.0,234700.0
Schindlers List,8.9,94.0,90.0,50.0,1216661.0
Les Miserables,7.6,63.0,86.0,175.0,309494.0
Moonrise Kingdom,7.8,84.0,37.0,121.0,320684.0
The Shawshank Redemption,9.3,80.0,21.0,43.0,2354197.0
Jurassic Park,8.1,68.0,43.0,27.0,869724.0
Justin Bieber: Never Say Never,1.6,52.0,2.0,6.0,75068.0
Mission: Impossible,7.1,59.0,3.0,17.0,388929.0
Imagine That,5.6,54.0,1.0,2.0,13871.0
I Love You. Man,7.0,70.0,1.0,8.0,193932.0
Let Me In,7.1,79.0,14.0,28.0,113789.0
The Italian Job,7.0,68.0,8.0,8.0,343312.0
Inside Man,7.6,76.0,6.0,11.0,341114.0
Me. Myself and Irene,6.6,49.0,2.0,4.0,222875.0
Shutter Island,8.2,63.0,11.0,66.0,1137284.0
Into the Wild,8.1,73.0,23.0,106.0,575754.0
Iron Man,7.9,79.0,22.0,72.0,941171.0
Mouse Hunt,6.5,54.0,2.0,2.0,51765.0
Kingdom of Heaven,7.2,63.0,5.0,15.0,267348.0
Robin Hood,6.6,53.0,1.0,14.0,253607.0
Sleepy Hollow,7.3,65.0,28.0,43.0,332920.0
In Her Shoes,6.4,60.0,1.0,7.0,59423.0
Van Helsing,6.1,35.0,3.0,21.0,245536.0
War Horse,7.2,72.0,15.0,77.0,147108.0
Hide and Seek,6.0,35.0,1.0,5.0,81684.0
Just Like Heaven,6.7,47.0,1.0,1.0,99644.0
Hot Rod,6.7,43.0,1.0,1.0,77515.0
Hulk,5.6,54.0,3.0,14.0,252029.0
Over the Hedge,6.7,67.0,7.0,26.0,160058.0
Hugo,7.5,83.0,61.0,191.0,305923.0
The Help,8.0,62.0,80.0,120.0,429739.0
The Incredible Hulk,6.7,61.0,1.0,10.0,435074.0
True Grit,7.6,80.0,37.0,169.0,313101.0
Morning Glory,6.5,57.0,1.0,3.0,74561.0
Happy Gilmore,7.0,31.0,1.0,4.0,197478.0
Safety Not Guaranteed,7.0,72.0,8.0,18.0,120296.0
Mean Girls,7.0,66.0,7.0,25.0,337368.0
G.I. Joe: Retaliation,5.8,41.0,1.0,12.0,173183.0
Gladiator,8.5,67.0,59.0,105.0,1344599.0
Real Steel,7.1,56.0,2.0,6.0,298534.0
The Hunt for Red October,7.6,58.0,3.0,8.0,181001.0
The Sum of All Fears,6.4,45.0,2.0,5.0,104744.0
The Addams Family,6.9,57.0,5.0,21.0,137664.0
No Country for Old Men,8.1,91.0,164.0,139.0,859187.0
Hot Fuzz,7.8,81.0,2.0,9.0,464417.0
Innocent Moves,7.4,89.0,5.0,10.0,32758.0
Primal Fear,7.7,47.0,10.0,12.0,190363.0
Kung Fu Panda,7.5,74.0,14.0,39.0,420845.0
Transformers,7.0,61.0,25.0,50.0,597256.0
Fear and Loathing in Las Vegas,7.6,41.0,1.0,3.0,260177.0
Forrest Gump,8.8,82.0,50.0,75.0,1814709.0
Lemony Snickets A Series of Unfortunate Events,6.8,62.0,10.0,28.0,196783.0
Sleeping with the Enemy,6.3,48.0,2.0,4.0,50323.0
Elizabethtown,6.4,45.0,2.0,4.0,67589.0
Event Horizon,6.7,35.0,1.0,2.0,160065.0
Eagle Eye,6.6,43.0,3.0,8.0,176399.0
Rise of the Guardians,7.3,58.0,14.0,32.0,157624.0
The Godfather,9.2,100.0,29.0,30.0,1625286.0
Dragon: The Bruce Lee Story,7.0,69.0,1.0,3.0,27947.0
Disturbia,6.8,62.0,5.0,7.0,221567.0
Hotel for Dogs,5.4,51.0,2.0,2.0,21804.0
Get Rich or Die Tryin,5.4,45.0,6.0,3.0,44148.0
Deep Impact,6.2,40.0,5.0,14.0,165048.0
The Duchess,6.9,62.0,8.0,21.0,78504.0
John Tucker Must Die,5.8,41.0,2.0,2.0,79781.0
Dawn of the Dead,7.3,59.0,1.0,17.0,234291.0
Transformers: Dark of the Moon,6.2,42.0,10.0,42.0,385188.0
Miracle,7.5,68.0,2.0,4.0,48218.0
Definitely. Maybe,7.1,59.0,1.0,1.0,155912.0
How to Train Your Dragon,8.1,75.0,25.0,63.0,668484.0
Despicable Me,7.6,72.0,3.0,41.0,501810.0
G.I. Joe: The Rise of Cobra,5.8,32.0,3.0,16.0,199333.0
World Trade Center,5.9,66.0,4.0,12.0,77746.0
The Spiderwick Chronicles,6.5,62.0,2.0,8.0,88861.0
Once Upon a Time in the West,8.5,80.0,4.0,5.0,303792.0
Cowboys and Aliens,6.0,50.0,1.0,17.0,208089.0
Coach Carter,7.3,57.0,3.0,15.0,129365.0
Collateral,7.5,71.0,23.0,72.0,361172.0
Coming to America,7.0,47.0,5.0,5.0,172899.0
What Dreams May Come,7.1,44.0,7.0,2.0,102453.0
Chicken Little,5.7,48.0,4.0,15.0,86358.0
Catch Me If You Can,8.1,75.0,16.0,46.0,837936.0
The Cabin in the Woods,7.0,72.0,20.0,34.0,377507.0
Cloverfield,7.0,64.0,5.0,34.0,373634.0
Backdraft,6.7,38.0,1.0,11.0,71956.0
Babel,7.4,69.0,43.0,136.0,289958.0
Borat,7.3,89.0,20.0,34.0,378938.0
The Bourne Legacy,6.6,61.0,1.0,11.0,285922.0
Bean: The Movie,6.5,52.0,2.0,1.0,98063.0
Bee Movie,6.1,54.0,1.0,15.0,143426.0
Back to the Future,8.5,87.0,20.0,25.0,1061275.0
The Lovely Bones,6.7,42.0,10.0,46.0,157904.0
Battleship,5.8,41.0,4.0,16.0,237027.0
Puss in Boots,6.6,65.0,9.0,43.0,144926.0
The Bourne Identity,7.9,68.0,3.0,6.0,510320.0
The Bourne Ultimatum,8.0,85.0,29.0,42.0,606025.0
The SpongeBob SquarePants Movie,7.1,66.0,1.0,10.0,79481.0
The Bourne Supremacy,7.7,73.0,5.0,22.0,435887.0
Inglourious Basterds,8.3,69.0,133.0,172.0,1271162.0
Up in the Air,7.4,83.0,76.0,169.0,319109.0
Anchorman: The Legend of Ron Burgundy,7.2,63.0,1.0,13.0,331597.0
Airplane!,7.7,78.0,2.0,7.0,215397.0
Dodgeball: A True Underdog Story,6.7,55.0,2.0,9.0,229623.0
Breakfast at Tiffanys,7.6,76.0,10.0,13.0,167191.0
Along Came a Spider,6.4,42.0,1.0,1.0,77638.0
Alfie,6.2,49.0,7.0,8.0,50916.0
Atonement,7.8,85.0,51.0,149.0,252229.0
Addams Family Values,6.8,62.0,3.0,16.0,82173.0
Anna Karenina,6.6,63.0,32.0,53.0,92550.0
Flushed Away,6.6,74.0,7.0,15.0,113581.0
American Beauty,8.3,84.0,111.0,102.0,1072221.0
Anastasia,7.2,61.0,10.0,23.0,112420.0
Shrek Forever After,6.3,58.0,1.0,13.0,185622.0
A Lot Like Love,6.6,48.0,1.0,3.0,67297.0
Jackass: The Movie,6.6,42.0,1.0,7.0,81608.0
Clueless,6.8,68.0,6.0,11.0,185128.0
Snow White and the Huntsman,6.1,57.0,13.0,33.0,274335.0
Pride and Prejudice,7.8,82.0,13.0,59.0,261437.0
The Princess and the Frog,7.1,73.0,11.0,41.0,124633.0
No Strings Attached,6.2,50.0,2.0,6.0,214117.0
Super 8,7.0,72.0,11.0,70.0,338803.0
8 Mile,7.1,77.0,15.0,21.0,250439.0
Fast Five,7.3,66.0,9.0,21.0,353103.0
This Is 40,6.2,59.0,2.0,11.0,128078.0
Four Brothers,6.8,49.0,5.0,9.0,135190.0
The Godfather: Part III,7.6,60.0,6.0,23.0,360912.0
Mission: Impossible III,6.9,66.0,7.0,14.0,330869.0
Back to the Future Part III,7.4,55.0,5.0,11.0,407214.0
American Wedding,6.3,43.0,3.0,6.0,194826.0
Paranormal Activity 3,5.8,59.0,1.0,6.0,90456.0
Shrek the Third,6.1,58.0,5.0,17.0,281329.0
The Fast and the Furious: Tokyo Drift,6.0,45.0,1.0,4.0,242988.0
Madagascar 3: Europes Most Wanted,6.8,60.0,3.0,20.0,164171.0
Jackass 3,7.0,56.0,1.0,4.0,56931.0
Charlottes Web (2006),6.3,68.0,10.0,11.0,37399.0
Mission: Impossible II,6.1,59.0,12.0,20.0,315480.0
The Ring Two,5.4,44.0,2.0,11.0,91484.0
The Godfather: Part II,9.0,90.0,17.0,20.0,1133063.0
Paranormal Activity 2,5.6,53.0,1.0,2.0,98956.0
Back to the Future Part II,7.8,57.0,9.0,9.0,483549.0
Kung Fu Panda 2,7.2,67.0,5.0,47.0,254904.0
Madagascar: Escape 2 Africa,6.6,61.0,4.0,11.0,206515.0
Transformers: Revenge of the Fallen,6.0,35.0,15.0,29.0,384560.0
Iron Man 2,7.0,57.0,7.0,44.0,725116.0
War of the Worlds (2005),6.5,73.0,16.0,49.0,416421.0
Friday the 13th,5.5,34.0,2.0,4.0,98267.0
How to Lose a Guy in 10 Days,6.4,45.0,1.0,8.0,212311.0
12 Monkeys,8.0,74.0,10.0,25.0,579641.0
Turistas,5.4,36.0,1.0,1.0,36153.0
The Artist,7.9,89.0,161.0,204.0,231149.0
xXx,5.9,48.0,4.0,14.0,173296.0
There Will Be Blood,8.2,93.0,117.0,136.0,519905.0
The Wrestler,7.9,80.0,58.0,93.0,289952.0
Warrior,8.2,71.0,5.0,22.0,437244.0
Valkyrie,7.1,56.0,3.0,11.0,228908.0
Vampires,6.2,42.0,7.0,6.0,53467.0
Troy,7.3,56.0,5.0,23.0,489745.0
The Young Victoria,7.3,64.0,13.0,17.0,58053.0
The Ugly Truth,6.4,28.0,3.0,5.0,205167.0
The Tourist,6.0,37.0,4.0,4.0,224988.0
Transcendence,6.3,42.0,3.0,5.0,217348.0
We Were Soldiers,7.2,65.0,3.0,5.0,130645.0
Tinker. Tailor. Soldier. Spy,7.1,85.0,35.0,100.0,187828.0
Trainspotting,8.1,83.0,23.0,35.0,635870.0
The Wedding Singer,6.8,59.0,5.0,7.0,135190.0
Surfs Up,6.7,64.0,2.0,18.0,69396.0
Step Up,6.5,48.0,1.0,3.0,111057.0
Snatch,8.3,55.0,4.0,7.0,783938.0
Shame,7.2,72.0,51.0,93.0,184154.0
The Switch,6.1,52.0,1.0,3.0,97672.0
The Smurfs,5.4,30.0,2.0,8.0,84126.0
Superbad,7.6,76.0,11.0,24.0,522708.0
Sinister,6.8,53.0,3.0,13.0,222875.0
Red State,6.2,50.0,3.0,8.0,62147.0
Ronin,7.3,67.0,1.0,4.0,172831.0
[REC],7.4,69.0,16.0,12.0,166021.0
RED,7.0,60.0,4.0,19.0,290548.0
Rocky,8.1,70.0,20.0,21.0,520698.0
What Women Want,6.4,47.0,5.0,9.0,191853.0
The Mothman Prophecies,6.4,52.0,1.0,2.0,76349.0
Vantage Point,6.6,40.0,2.0,2.0,144837.0
The Patriot,7.2,63.0,9.0,20.0,255289.0
The Punisher,6.4,33.0,1.0,5.0,149853.0
Panic Room,6.8,65.0,1.0,9.0,259632.0
The Painted Veil,7.5,69.0,11.0,13.0,89227.0
Platoon,8.1,92.0,24.0,15.0,382112.0
Pi,7.4,72.0,8.0,12.0,170130.0
Peter Pan,6.8,64.0,3.0,13.0,66732.0
Paddington,7.2,77.0,3.0,7.0,98760.0
Open Season,6.1,49.0,1.0,10.0,86947.0
Prom Night,3.9,17.0,1.0,4.0,34125.0
Virunga,8.2,95.0,43.0,28.0,10392.0
Nightcrawler,7.9,76.0,42.0,124.0,468442.0
The Mist,7.1,58.0,6.0,13.0,282107.0
Rain Man,8.0,65.0,26.0,23.0,473975.0
Teenage Mutant Ninja Turtles: The Movie,6.8,51.0,3.0,3.0,85544.0
Middle of Nowhere,6.4,75.0,12.0,20.0,1585.0
Mystic Pizza,6.3,60.0,1.0,4.0,25672.0
Superman Returns,6.0,72.0,12.0,47.0,271190.0
Malena,7.5,54.0,7.0,22.0,90914.0
Spider-Man,7.3,73.0,16.0,63.0,689242.0
Remember Me,7.1,40.0,4.0,5.0,138665.0
Scary Movie,6.2,48.0,7.0,6.0,232762.0
Matilda,6.9,72.0,3.0,7.0,130379.0
Magic Mike,6.1,72.0,9.0,14.0,131698.0
The Losers,6.3,44.0,1.0,7.0,91769.0
Lord of War,7.6,62.0,2.0,3.0,294807.0
Leon: The Professional,8.5,64.0,6.0,15.0,1037958.0
Little Man,4.4,26.0,6.0,15.0,50550.0
Looper,7.4,84.0,18.0,47.0,535314.0
Zombieland,7.6,73.0,10.0,28.0,521460.0
Lone Survivor,7.5,60.0,6.0,16.0,266897.0
Orphan,7.0,42.0,1.0,7.0,191913.0
Knowing,6.2,41.0,1.0,6.0,221205.0
My Sisters Keeper,7.4,51.0,4.0,4.0,89704.0
Killers,5.5,21.0,2.0,3.0,87580.0
Spy Kids,5.5,71.0,2.0,10.0,109000.0
The Karate Kid,6.2,61.0,5.0,12.0,162989.0
John Q,7.1,30.0,2.0,8.0,124414.0
Space Jam,6.5,59.0,5.0,7.0,163589.0
The Nut Job,5.7,37.0,1.0,5.0,26666.0
The Rundown (Welcome to the Jungle),6.7,59.0,2.0,3.0,101364.0
Juno,7.4,81.0,90.0,98.0,491864.0
The Informant!,6.4,66.0,1.0,20.0,63030.0
In Bruges,7.9,67.0,24.0,55.0,390877.0
Identity,7.3,64.0,1.0,11.0,227873.0
Michael Jacksons This Is It,7.2,67.0,7.0,9.0,38524.0
What If,6.8,59.0,2.0,8.0,71158.0
The Impossible,7.6,73.0,28.0,69.0,201364.0
Insidious,6.8,52.0,8.0,15.0,279316.0
Ip Man,8.0,59.0,12.0,19.0,211913.0
What Happened. Miss Simone?,7.6,75.0,6.0,19.0,12506.0
The Hurt Locker,7.5,95.0,126.0,129.0,422778.0
Hotel Rwanda,8.1,79.0,17.0,48.0,335561.0
Hook,6.8,52.0,7.0,22.0,235730.0
The Pursuit of Happyness,8.0,64.0,12.0,26.0,449803.0
The Skin I Live In,7.6,70.0,28.0,69.0,139731.0
Made of Honour,5.9,37.0,1.0,1.0,68000.0
Hancock,6.4,49.0,4.0,14.0,445439.0
Hanna,6.8,65.0,8.0,26.0,190386.0
Monster House,6.6,68.0,4.0,23.0,101873.0
The Legend of Hercules,4.2,22.0,1.0,7.0,52655.0
Safe Haven,6.7,34.0,3.0,7.0,104554.0
The Hangover,7.7,73.0,13.0,25.0,718251.0
The Short Game,7.4,51.0,4.0,3.0,1372.0
Good Hair,6.9,72.0,5.0,9.0,5586.0
The Goonies,7.8,62.0,3.0,6.0,245566.0
Youve Got Mail,6.7,57.0,6.0,8.0,195826.0
The Green Hornet,5.8,39.0,4.0,7.0,155265.0
Girl. Interrupted,7.3,51.0,8.0,11.0,165194.0
Goon,6.8,64.0,1.0,13.0,83892.0
The Iron Giant,8.0,85.0,20.0,18.0,172739.0
Good Will Hunting,8.3,70.0,24.0,61.0,863226.0
Son of God,5.7,37.0,2.0,1.0,18314.0
The Hunger Games,7.2,68.0,33.0,48.0,845462.0
Grown Ups,5.9,30.0,3.0,4.0,228737.0
Just Go With It,6.4,33.0,5.0,13.0,221917.0
Gremlins,7.3,70.0,8.0,6.0,200318.0
The Family Man,6.8,42.0,4.0,6.0,104186.0
I Will Follow,6.0,71.0,1.0,3.0,763.0
Legends of the Fall,7.6,45.0,3.0,12.0,149991.0
Out of the Furnace,6.8,63.0,2.0,9.0,107363.0
The Fighter,7.8,79.0,74.0,123.0,341531.0
Frances Ha,7.5,82.0,1.0,49.0,75057.0
Happy Feet,6.4,77.0,20.0,26.0,170455.0
Free Willy,6.0,79.0,7.0,2.0,69310.0
Friends with Money,5.7,68.0,2.0,2.0,27786.0
Fair Game,6.8,69.0,4.0,8.0,46899.0
Pulp Fiction,8.9,94.0,70.0,75.0,1831004.0
Whats Eating Gilbert Grape,7.8,73.0,8.0,7.0,215692.0
Girl with a Pearl Earring,6.9,72.0,17.0,46.0,72488.0
Even the Rain,7.4,69.0,21.0,17.0,12778.0
E-Team,7.1,66.0,5.0,5.0,803.0
The Expendables,6.5,45.0,3.0,5.0,326216.0
Kevin Hart: Let Me Explain,6.8,53.0,1.0,1.0,8542.0
Elf,7.0,64.0,2.0,7.0,231633.0
Europa Report,6.4,68.0,1.0,2.0,67522.0
Grave Encounters,6.1,33.0,1.0,1.0,53021.0
End of Watch,7.6,68.0,3.0,10.0,228745.0
The Lord of the Rings: The Return of the King,8.9,94.0,210.0,124.0,1645871.0
Enders Game,6.6,51.0,1.0,6.0,224102.0
The Wolf of Wall Street,8.2,75.0,37.0,179.0,1193480.0
The Baader Meinhof Complex,7.4,76.0,4.0,21.0,36119.0
Quigley Down Under,6.9,51.0,2.0,1.0,20037.0
Divine Secrets of the Ya-Ya Sisterhood,6.1,48.0,1.0,7.0,18138.0
Slumdog Millionaire,8.0,84.0,154.0,132.0,800113.0
Training Day,7.7,69.0,18.0,23.0,392711.0
Reservoir Dogs,8.3,79.0,12.0,23.0,920527.0
Pans Labyrinth,8.2,98.0,109.0,115.0,621069.0
The Final Destination,5.2,30.0,2.0,2.0,97221.0
Dredd,7.1,60.0,2.0,14.0,252535.0
You Dont Mess with the Zohan,5.5,54.0,2.0,2.0,191404.0
Defiance,7.2,58.0,2.0,5.0,138593.0
Red Dawn,5.4,31.0,1.0,4.0,73414.0
Diana,5.5,35.0,2.0,2.0,19181.0
Dear John,6.3,43.0,4.0,8.0,139602.0
Scooby-Doo,5.1,35.0,5.0,14.0,99976.0
Don Jon,6.5,66.0,2.0,27.0,229335.0
The Girl with the Dragon Tattoo,7.8,71.0,27.0,91.0,424545.0
Turbo,6.4,58.0,1.0,13.0,85169.0
I Capture the Castle,6.9,63.0,2.0,4.0,7057.0
The Cable Guy,6.1,56.0,3.0,2.0,153772.0
Daddy Day Care,5.6,39.0,1.0,6.0,64082.0
Conspiracy Theory,6.7,49.0,4.0,1.0,93955.0
Casa de mi Padre,5.5,52.0,3.0,9.0,20278.0
The Texas Chainsaw Massacre,6.2,38.0,4.0,17.0,130433.0
Wedding Crashers,6.9,64.0,11.0,11.0,333129.0
Cube,7.2,61.0,13.0,9.0,213221.0
Constantine,7.0,50.0,2.0,10.0,308066.0
Click,6.4,45.0,3.0,12.0,306941.0
Good Luck Chuck,5.6,19.0,1.0,3.0,85869.0
Courageous,7.0,42.0,2.0,3.0,19295.0
White Chicks,5.6,41.0,3.0,13.0,131407.0
The Hunger Games: Catching Fire,7.5,76.0,22.0,68.0,614621.0
Colombiana,6.4,45.0,2.0,5.0,94621.0
RoboCop,6.1,52.0,4.0,1.0,216343.0
Carrie,5.9,53.0,6.0,7.0,133495.0
The Twilight Saga: Eclipse,5.0,58.0,22.0,34.0,228793.0
The Twilight Saga: New Moon,4.7,44.0,20.0,24.0,266350.0
Twilight,5.2,56.0,29.0,15.0,427774.0
Chef,7.3,68.0,2.0,4.0,197249.0
Being Elmo: A Puppeteers Journey,7.6,71.0,8.0,8.0,6774.0
Mission Blue,7.9,77.0,1.0,3.0,1657.0
Erin Brockovich,7.3,73.0,33.0,59.0,175443.0
Bad Santa,7.0,70.0,1.0,12.0,135797.0
The Way Back,7.3,66.0,4.0,5.0,110733.0
Donnie Brasco,7.7,76.0,2.0,16.0,280377.0
Ong-Bak: The Thai Warrior,7.2,69.0,2.0,5.0,71135.0
Gone Baby Gone,7.6,72.0,34.0,31.0,251313.0
The Butterfly Effect,7.6,30.0,1.0,8.0,452228.0
Step Brothers,6.9,51.0,3.0,2.0,268926.0
Baby Boy,6.4,55.0,1.0,14.0,13083.0
Beetlejuice,7.5,70.0,7.0,11.0,264427.0
The Bounty Hunter,5.6,22.0,4.0,5.0,121685.0
Boyz n the Hood,7.8,76.0,11.0,23.0,126718.0
Oldboy,8.4,77.0,40.0,20.0,516522.0
Black Hawk Down,7.7,74.0,11.0,37.0,364895.0
Precious: Based on the Novel Push by Sapphire,7.3,78.0,114.0,103.0,105899.0
Blackfish,8.1,83.0,6.0,39.0,62038.0
Bring It On,6.0,52.0,2.0,7.0,87786.0
The Book of Eli,6.9,53.0,3.0,16.0,294719.0
Big Daddy,6.4,41.0,8.0,14.0,200712.0
Bad Teacher,5.6,47.0,6.0,4.0,193547.0
The Notebook,7.8,53.0,12.0,10.0,522018.0
Bad Boys,6.9,41.0,1.0,3.0,241124.0
Paul Blart: Mall Cop,5.2,39.0,1.0,3.0,103649.0
Blow,7.6,52.0,3.0,9.0,241558.0
Batman Forever,5.4,51.0,10.0,26.0,235401.0
Batman,7.5,69.0,8.0,26.0,339039.0
In the Name of the King: A Dungeon Siege Tale,3.8,15.0,4.0,5.0,44369.0
The Good. the Bad and the Ugly,8.8,90.0,2.0,6.0,689796.0
Cats and Dogs,5.1,47.0,2.0,3.0,56778.0
Zoom: Academy for Superheroes,4.4,26.0,4.0,8.0,18969.0
Heartbreaker,6.7,59.0,2.0,9.0,25397.0
The Arrival,6.2,56.0,1.0,1.0,32887.0
The Adventures of Elmo in Grouchland,5.8,59.0,1.0,1.0,2953.0
S.W.A.T.,6.0,45.0,5.0,5.0,138447.0
You Will Meet a Tall Dark Stranger,6.3,51.0,2.0,6.0,43886.0
Austin Powers: The Spy Who Shagged Me,6.6,59.0,18.0,31.0,217014.0
Julie and Julia,7.0,66.0,24.0,47.0,108651.0
Willy Wonka and the Chocolate Factory,7.8,67.0,2.0,3.0,179196.0
The Square,8.1,84.0,17.0,16.0,8631.0
Adore,6.2,37.0,1.0,4.0,32447.0
Austin Powers in Goldmember,6.2,62.0,5.0,22.0,195925.0
Shorts,4.7,53.0,1.0,1.0,6878.0
We Need to Talk About Kevin,7.5,68.0,26.0,66.0,138703.0
Harry Potter and the Chamber of Secrets,7.4,63.0,13.0,46.0,555834.0
Shes All That,5.9,51.0,8.0,5.0,84937.0
American Psycho,7.6,64.0,8.0,13.0,492611.0
Harry Potter and the Prisoner of Azkaban,7.9,82.0,17.0,53.0,553740.0
Harry Potter and the Goblet of Fire,7.7,81.0,13.0,44.0,550052.0
Pineapple Express,6.9,64.0,2.0,15.0,316888.0
American History X,8.5,62.0,4.0,15.0,1038294.0
Perfume: The Story of a Murderer,7.5,56.0,15.0,20.0,234980.0
Sense and Sensibility,7.6,84.0,33.0,49.0,103100.0
Harry Potter and the Half-Blood Prince,7.6,78.0,8.0,38.0,476931.0
Awakenings,7.8,74.0,6.0,11.0,125975.0
Harry Potter and the Order of the Phoenix,7.5,71.0,16.0,47.0,513360.0
Dumb and Dumber,7.3,41.0,5.0,3.0,353738.0
House at the End of the Street,5.6,31.0,1.0,3.0,72941.0
A Most Wanted Man,6.8,73.0,3.0,6.0,72590.0
A Walk to Remember,7.4,35.0,4.0,2.0,199749.0
Sex and the City: The Movie,5.6,53.0,2.0,12.0,116328.0
Act of Valour,6.5,40.0,1.0,7.0,66522.0
Abduction,5.1,25.0,2.0,3.0,76737.0
Easy A,7.0,72.0,9.0,21.0,360198.0
Hansel and Gretel: Witch Hunters,6.1,23.0,3.0,4.0,195012.0
Charlie and the Chocolate Factory,6.6,72.0,15.0,52.0,430441.0
Cloudy with a Chance of Meatballs,6.9,66.0,1.0,14.0,205903.0
The Perks of Being a Wallflower,8.0,67.0,19.0,50.0,463476.0
Mr. Peabody and Sherman,6.8,59.0,2.0,16.0,62677.0
Instructions Not Included,7.5,55.0,5.0,2.0,29197.0
Amelie,8.3,69.0,59.0,73.0,704771.0
American Pie,7.0,58.0,9.0,14.0,376974.0
Around the World in 80 Days,5.9,49.0,2.0,2.0,85372.0
CJ7,6.4,46.0,5.0,15.0,14597.0
Seven Years in Tibet,7.1,55.0,3.0,8.0,130041.0
Seven Psychopaths,7.2,66.0,3.0,21.0,241704.0
Seven,8.6,65.0,29.0,42.0,1452916.0
Seven Pounds,7.6,36.0,5.0,6.0,287555.0
Planet 51,6.0,39.0,4.0,4.0,50931.0
Rocky IV,6.9,40.0,9.0,5.0,187921.0
Crouching Tiger. Hidden Dragon,7.8,94.0,102.0,134.0,253700.0
Hitch,6.6,58.0,4.0,24.0,296596.0
Rocky III,6.8,57.0,2.0,8.0,175037.0
Scary Movie 3,5.5,49.0,2.0,4.0,137776.0
Spy Kids 3: Game Over,4.3,57.0,3.0,5.0,55368.0
Miss Congeniality 2: Armed and Fabulous,5.1,34.0,2.0,5.0,69874.0
Ong Bak 2: The Beginning,6.2,47.0,1.0,7.0,29380.0
Blade 2,6.7,52.0,6.0,10.0,200157.0
The Lord of the Rings: The Two Towers,8.7,87.0,126.0,138.0,1488712.0
Stuart Little 2,5.5,66.0,1.0,4.0,50515.0
Rocky II,7.3,61.0,2.0,2.0,192579.0
Ip Man 2,7.5,67.0,6.0,10.0,98175.0
Bad Boys II,6.6,38.0,5.0,13.0,232260.0
Scary Movie 2,5.3,29.0,3.0,5.0,149993.0
Spy Kids 2: The Island of Lost Dreams,5.2,66.0,3.0,3.0,61045.0
Sex and the City 2,4.5,27.0,8.0,9.0,74543.0
The Twilight Saga: Breaking Dawn: Part 2,5.5,52.0,21.0,15.0,231863.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.1,45.0,2.0,1.0,51714.0
2012,5.8,49.0,5.0,21.0,353917.0
3:10 to Yuma,7.7,76.0,3.0,32.0,289344.0
50 First Dates,6.8,48.0,6.0,10.0,327916.0
21,6.8,48.0,1.0,5.0,230337.0
